fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_good_quality
0.9517562447800928,-0.2628063377212388,-0.18347739979973715,0.10935927925309273,0.30627064817051747,-0.2987270619654435,-0.4674222183133764,1.7363631065577145,-0.18701275220302285,-0.5693818910455523,-0.3919820952015011,0
0.9517562447800928,-1.4547932054814505,1.3677795375789066,-0.4649090132498635,-0.09793458517766435,2.4252455079902053,0.765124289029384,-1.1837609372096667,-2.1205846765342304,-0.16085508209075644,1.2703663640238168,1
-0.2986722157006852,0.00809976858790052,0.2818996814138561,-0.10599133043551597,-0.16175646412737738,0.7345039128453198,2.8193684679339848,-0.09868752203925044,-0.05810795724760882,-0.33593800021424064,-0.8537455560974225,0
0.6107303010126082,-1.0755246566486558,1.626322360475347,0.18114281581596198,-0.1830304237772817,-0.6744474164420847,-0.5261149091392221,0.459806147533744,-1.2182511118463322,-0.6861038364612083,1.4550717483821847,0
-0.7533734740573317,-0.8046185503395168,1.1092367146824658,-0.03420779387264641,0.19990084992099608,1.5798747104177624,1.0879340885715356,-0.28485207856362127,0.5219636200517557,0.6561985358188358,0.9009555953070794,0
-0.12815924381694285,-0.8046185503395168,1.0575281501031777,-0.5366925498127328,1.4763384289152552,-1.0501677709187258,-0.9076173995072193,0.459806147533744,-0.05810795724760882,2.29030577163802,-0.9460982482766065,0
2.0316717333771286,0.27900587489703926,1.9882823125303641,-0.03420779387264641,-0.33194814132661205,-0.9562376822995656,-0.32069049124876203,1.3108441202163712,-1.6694178941902826,-0.5693818910455523,-0.3919820952015011,0
-0.014483929227780629,1.7148082383354764,-1.3727743851233638,-0.24955840356125478,-0.37449606062642044,-1.0501677709187258,-0.9956564357459879,-0.01890271210025967,0.0707968377078052,-0.45265994562989675,0.5315448265903419,0
2.3158600198500325,-0.9671622141250005,1.1092367146824658,0.03757574269022316,-0.1830304237772817,1.0162941787028006,0.6183925619647697,1.4172238668016923,-1.2182511118463322,0.5394765904031796,-0.022571326484763597,0
0.4970549864234459,0.3331870961588671,-0.18347739979973715,0.5400604986303095,0.28499668852061344,0.3587835583686786,-0.027227037119533372,1.0980846270457292,-0.31591754715843684,0.0725888087405558,-0.7613928639182386,0
-0.7533734740573317,0.8749993087771452,-1.0625229976476351,-0.03420779387264641,0.07225709202157006,-0.11086688472712292,-0.7902320178555279,-0.54016347036838,0.4575112225740473,-0.33593800021424064,0.8086029031278954,0
1.9179964187879663,-1.346430762957795,1.0058195855238894,-0.6084760863756025,-0.7148794150248897,0.07699329251119767,-0.4674222183133764,0.06620108516797353,-1.0248939194132125,0.0725888087405558,0.16213405787360433,1
-0.41234753028984694,-0.6962561078158611,0.0750654230967034,-0.4649090132498635,-0.20430438342718604,1.2041543559411212,0.5303535257260011,0.19385678107038237,0.9086780049179978,-0.39429897292206867,-0.8537455560974225,0
-0.2418345584061041,-1.2380683204341394,2.0916994416889403,4.129237326773785,-0.7999752536245069,2.002560109203984,6.751778753265649,-1.9018242266606427,-1.9272274841011108,-0.8611867545846925,1.7321298249197383,1
-0.3555098729952658,0.8749993087771452,1.1092367146824658,-0.5366925498127328,0.5828321236192738,0.3587835583686786,1.880285414720453,0.03428716119240084,-0.6381795345469705,0.3060326995718674,-1.0384509404557904,0
-1.3785877042977204,-1.2922495416959674,-0.13176883522044897,7.790197691480129,-0.43831793957613346,5.243148166565014,3.288909994540751,0.2523656416923444,0.13524923518551366,-0.6861038364612083,-0.11492401866394757,0
0.78124327289635,-1.1838870991723116,1.0058195855238894,-0.6802596229384719,-0.5446877378256552,-0.2987270619654435,-0.4380758729004535,0.8321352605823676,-0.2514651496807284,0.014227836032727747,-0.3919820952015011,0
-0.5260228448790082,-0.9129809928631726,0.12677398767599157,-0.5366925498127328,-0.2894002220268034,0.07699329251119767,-0.7021929816167592,-1.353968531746192,-0.444822342113848,0.24767172686403935,0.9009555953070794,1
-1.2649123897085592,0.00809976858790052,-1.0108144330683468,-0.4649090132498635,-0.22557834307709038,0.7345039128453198,-0.08591972794537911,-0.7741989128561099,1.8754639670836015,0.13094978144838387,-0.11492401866394757,0
-0.46918518758442757,1.2271772469790263,-1.4244829497026519,-0.4649090132498635,-0.07666062552776001,-0.9562376822995656,-1.0543491265718337,-0.008264737441715759,0.19970163266321922,-0.9779087000003487,-0.6690401717390546,0
-0.3555098729952658,-0.6420748865540336,2.5053679583232453,-0.5366925498127328,11.134716109971816,-0.768377505061245,-0.08591972794537911,0.03428716119240084,-1.6049654967125742,3.5158861985024084,-0.9460982482766065,0
-0.9238864459410739,0.1706434323733841,-0.9591058684890589,0.25292635237883154,-0.1830304237772817,-0.8623075936804053,-0.7608856724426051,-0.024221699429561153,0.9731304023957034,-0.27757702750641255,-0.20727671084313318,0
1.1222692166638357,-0.47953122276855,1.160945279261754,1.4014629373847436,0.41264044642003916,-1.0501677709187258,-1.0250027811589109,0.6725656407043861,-0.18701275220302285,1.0063643720658035,0.9933082874862633,0
0.04235372806679999,-1.1838870991723116,0.0750654230967034,0.3964934255045707,2.2634749359617152,-0.20479697334628322,-0.6435002907909135,-0.7316470142219932,-0.573727137069262,0.7145595085266638,1.4550717483821847,0
1.2359445312529969,-0.1002626739357552,1.8848651833717878,-0.10599133043551597,0.41264044642003916,-0.9562376822995656,-0.9663100903330651,0.3002365276557034,-1.4116083042794547,0.014227836032727747,1.2703663640238168,1
-0.8670487886464934,0.22482465363521137,-1.4244829497026519,-0.03420779387264641,-0.33194814132661205,1.485944621798602,0.47166083490015537,-0.9710014440390246,0.7797732099625838,-0.5693818910455523,0.7162502109487098,0
1.065431559369254,-1.021343435386828,1.0575281501031777,-0.32134194012412437,-0.7574273343246984,-1.0501677709187258,-1.1423881628106023,-1.1465280259047925,-0.7026319320246761,0.1893107541562113,1.5474244405613686,1
0.4970549864234459,0.76663686625349,-0.9073973039097707,0.3247098889417011,0.07225709202157006,-0.3926571505846038,0.0021193082933894966,1.1406365256798459,0.006344440230099625,-0.6861038364612083,-0.8537455560974225,0
0.3833796718342847,-0.2628063377212388,0.2301911168345679,0.18114281581596198,-0.07666062552776001,0.4527136469878389,2.1737488688496818,0.8853251338750281,0.0707968377078052,-0.2192160547985845,-0.9460982482766065,0
0.04235372806679999,0.4957307599443507,-0.8039801747511945,-0.5366925498127328,-0.33194814132661205,2.049525153513564,-0.05657338253245624,-0.9018546087585186,0.4575112225740473,1.356530208312772,1.2703663640238168,0
