Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,is_osmancik
0.23094218089260138,-0.03876000363506922,-0.27319185253833284,0.9266426771478291,-0.933420264128596,0.23692120348525755,0.9097274051915828,1
1.5629385132034415,1.3784862361232821,1.3201928218172072,1.2103729373642071,0.534883235736466,1.5689580497533977,1.0078469877928622,0
-0.8089750598780849,-0.9601879042707369,-1.0331298864227223,-0.15812687317647403,-1.0042068317123753,-0.7790104521075752,-0.249349260862084,1
-0.15656869303195914,0.0004614636605016471,0.1789104306857946,-0.589728253974105,0.712331967982051,-0.16933876527926406,-1.0163309454289706,1
0.8399704648367241,1.0177025997275113,1.0371497910643237,0.330018221667632,0.8494763323280353,0.8758931931925633,1.170966194837458,0
-0.06113691064755245,-0.2637240804760867,-0.4791827169833736,0.5854759566375335,-0.9107288425841045,-0.07749358510087706,0.00620717167836928,1
0.6890147363377536,0.8335297038377507,0.8368153784779643,0.3684129925400511,0.6577539639496249,0.7333359503389933,1.2173899802459056,0
-2.5163364029009245,-2.3711304954542602,-2.066919652437499,-2.7732091642833705,0.0010730763194055871,-2.4711029433695146,-1.0096643766136915,1
0.03834349280770786,-0.03752714574209455,-0.10035379049975765,0.22197988836934934,-0.15545177071855448,0.04252496323038937,-0.7410848794108321,0
-0.5805171565942022,-0.7072365853170107,-0.8762252093409656,0.07602255914488937,-0.9978800162529835,-0.6065894390119531,0.9691796545429763,1
-1.6210127718035818,-1.9586873774584814,-1.8614175848952186,-0.904091203917474,-1.548707323259924,-1.6709792878277385,-0.38946521882903623,1
-0.5284634571117985,-0.7026702233153618,-0.7823004012827682,0.05754885947662908,-0.8527803198226338,-0.5609485826042884,-0.6635296137347129,1
-1.0403248353554344,-1.6733500273078894,-1.9967446233016513,0.8037029656175344,-3.8249196230565357,-1.0748308177128094,1.104137756942675,1
0.24887178849209596,0.07831703807655767,0.36014342705252594,-0.06876537941113918,0.5226693610491646,0.1726859240966924,-0.8175271219699262,1
1.229794836516058,1.2680488437853317,1.457173579513189,0.48592673136882397,1.0815427885237445,1.1976330574984466,-1.1084380434860985,0
1.410826035827084,1.697525406858596,2.0227133385982143,0.22635006835308738,1.606503917708583,1.402735177651409,-0.10772304699552321,0
0.48658368279507264,0.4805903609010939,0.3736040747365591,0.5326047975131722,0.11445074420649931,0.5552802636127953,-1.194634472003543,0
-0.6852029299977029,-0.5971916213929821,-0.981048184350544,0.0838407710424024,-1.1537097647315036,-0.6234934599036807,1.2544475565690894,1
